"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","88984","","","","0"
"2011-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","91016","","","","0"
"2012-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","95756","","","","0"
"2012-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","97660","","","","0"
"2012-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","105144","","","","0"
"2012-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","102976","","","","0"
"2013-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","109828","","","","0"
"2013-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","104300","","","","0"
"2013-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","103548","","","","0"
"2013-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","103620","","","","0"
"2014-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","98704","","","","0"
"2014-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","94264","","","","0"
"2014-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","94988","","","","0"
"2014-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","91768","","","","0"
"2015-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","110704","","","","0"
"2015-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","113076","","","","0"
"2015-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","103452","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","97276","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","63596","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","87596","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","85768","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","86132","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","73284","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","76620","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","93700","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","92968","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","79488","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","65856","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","62948","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","77520","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","76508","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","92268","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","97616","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","103472","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","137728","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","451512","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","257664","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","225880","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","274940","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","261200","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","202756","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","158580","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","193060","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","144692","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","148432","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","173684","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","157272","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","167432","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","196588","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","195596","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Equals: gross saving and capital transfers","Dollars","81","millions","6","v62305992","1.1.41","209964","","","","0"
"1961-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","2540","","","","0"
"1961-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","2656","","","","0"
"1961-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","2688","","","","0"
"1961-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","2648","","","","0"
"1962-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3265","","","","0"
"1962-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3104","","","","0"
"1962-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3576","","","","0"
"1962-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3475","","","","0"
"1963-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3449","","","","0"
"1963-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Less: non-financial capital acquisitions","Dollars","81","millions","6","v62305993","1.1.42","3628","","","","0"
