REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7276,,,,0
2011,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,8067,,,,0
2012,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7881,,,,0
2013,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7092,,,,0
2014,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7718,,,,0
2015,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,8421,,,,0
2016,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7937,,,,0
2017,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,9042,,,,0
2018,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,8905,,,,0
2019,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,10339,,,,0
2020,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,9622,,,,0
2021,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,12054,,,,0
2022,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,11866,,,,0
2023,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,11785,,,,0
1999,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,9859,,,,0
2000,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,11662,,,,0
2001,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,14393,,,,0
2002,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,13281,,,,0
2003,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,,x,,,0
2004,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,,x,,,0
2005,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,,x,,,0
2006,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,26255,,,,0
2007,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,26438,,,,0
2008,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,30828,,,,0
2009,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,24132,,,,0
2010,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,4227,,,,0
2011,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,5636,,,,0
2012,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,3172,,,,0
2013,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,4715,,,,0
2014,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,7299,,,,0
2015,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,4442,,,,0
2016,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,5960,,,,0
2017,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,3748,,,,0
2018,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,3920,,,,0
2019,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,2585,,,,0
2020,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,2740,,,,0
2021,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,927,,,,0
2022,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,1349,,,,0
2023,Canada,2016A000011124,Primary metal manufacturing [331],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661380,1.34.1.1,1252,,,,0
1999,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,3732,,,,0
2000,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,4593,,,,0
2001,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,4266,,,,0
2002,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,4064,,,,0
2003,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,4428,,,,0
2004,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,5200,,,,0
2005,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,4484,,,,0
2006,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,9563,,,,0
2007,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,29126,,,,0
2008,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,41879,,,,0
2009,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,37899,,,,0
2010,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,34201,,,,0
2011,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,33784,,,,0
2012,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,32542,,,,0
2013,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,27954,,,,0
2014,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,28986,,,,0
2015,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,14923,,,,0
2016,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,9205,,,,0
2017,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,8321,,,,0
2018,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,10640,,,,0
2019,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,3070,,,,0
2020,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,13066,,,,0
2021,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,20269,,,,0
2022,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,20693,,,,0
2023,Canada,2016A000011124,Primary metal manufacturing [331],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661386,1.34.2.1,21120,,,,0
1999,Canada,2016A000011124,Fabricated metal product manufacturing [332],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661392,1.35.1.1,4570,,,,0
2000,Canada,2016A000011124,Fabricated metal product manufacturing [332],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661392,1.35.1.1,4881,,,,0
2001,Canada,2016A000011124,Fabricated metal product manufacturing [332],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661392,1.35.1.1,6091,,,,0
2002,Canada,2016A000011124,Fabricated metal product manufacturing [332],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661392,1.35.1.1,5582,,,,0
2003,Canada,2016A000011124,Fabricated metal product manufacturing [332],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661392,1.35.1.1,5464,,,,0
