"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","18592","","","","0"
"2005-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","29319","","","","0"
"2005-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","29445","","","","0"
"2005-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","27662","","","","0"
"2006-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","22400","","","","0"
"2006-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28892","","","","0"
"2006-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","25561","","","","0"
"2006-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","29229","","","","0"
"2007-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","21495","","","","0"
"2007-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28942","","","","0"
"2007-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","32664","","","","0"
"2007-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26325","","","","0"
"2008-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28281","","","","0"
"2008-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","32820","","","","0"
"2008-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30568","","","","0"
"2008-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26185","","","","0"
"2009-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","14958","","","","0"
"2009-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","16769","","","","0"
"2009-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","19761","","","","0"
"2009-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","21934","","","","0"
"2010-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","18125","","","","0"
"2010-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26329","","","","0"
"2010-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26742","","","","0"
"2010-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26180","","","","0"
"2011-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","21288","","","","0"
"2011-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28948","","","","0"
"2011-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30812","","","","0"
"2011-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30510","","","","0"
"2012-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26786","","","","0"
"2012-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","37213","","","","0"
"2012-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","35442","","","","0"
"2012-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","31729","","","","0"
"2013-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","21412","","","","0"
"2013-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28769","","","","0"
"2013-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30067","","","","0"
"2013-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30782","","","","0"
"2014-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","22706","","","","0"
"2014-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","31787","","","","0"
"2014-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30696","","","","0"
"2014-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","28625","","","","0"
"2015-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","24909","","","","0"
"2015-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","32964","","","","0"
"2015-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","37030","","","","0"
"2015-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","32507","","","","0"
"2016-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","26356","","","","0"
"2016-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","33460","","","","0"
"2016-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","33125","","","","0"
"2016-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30885","","","","0"
"2017-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","30027","","","","0"
"2017-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","33586","","","","0"
"2017-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","38137","","","","0"
"2017-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","41170","","","","0"
"2018-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","32270","","","","0"
"2018-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","38590","","","","0"
"2018-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","34890","","","","0"
"2018-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","41153","","","","0"
"2019-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","29104","","","","0"
"2019-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","43709","","","","0"
"2019-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","41661","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","38342","","","","0"
"2020-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","29946","","","","0"
"2020-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","37338","","","","0"
"2020-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","45787","","","","0"
"2020-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","44786","","","","0"
"2021-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","43222","","","","0"
"2021-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","50532","","","","0"
"2021-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","46261","","","","0"
"2021-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","49067","","","","0"
"2022-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","35420","","","","0"
"2022-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","51685","","","","0"
"2022-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","51776","","","","0"
"2022-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","50321","","","","0"
"2023-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","36827","","","","0"
"2023-04","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","49140","","","","0"
"2023-07","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","51386","","","","0"
"2023-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","48298","","","","0"
"2024-01","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","43618","","","","0"
"1955-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","948","","","","0"
"1955-04","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","3244","","","","0"
"1955-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","4082","","","","0"
"1955-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2332","","","","0"
"1956-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","1088","","","","0"
"1956-04","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","3538","","","","0"
"1956-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2986","","","","0"
"1956-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","1829","","","","0"
"1957-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","880","","","","0"
"1957-04","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2814","","","","0"
"1957-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2724","","","","0"
"1957-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2854","","","","0"
"1958-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","1068","","","","0"
"1958-04","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2650","","","","0"
"1958-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","3292","","","","0"
"1958-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","3703","","","","0"
"1959-01","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","1520","","","","0"
"1959-04","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","3296","","","","0"
"1959-07","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2887","","","","0"
"1959-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","2765","","","","0"
